N,P,K,temperature,humidity,ph,rainfall,label
21.2,22.0,32.5,25.55,92.53,5.88,183.52,coconut
63.9,28.3,38.9,30.06,84.17,6.17,135.67,jute
91.0,79.5,52.7,30.61,82.35,5.92,108.81,banana
16.2,58.4,19.0,31.71,92.23,6.88,31.62,mungbean
24.1,24.7,32.9,26.97,96.93,5.41,175.55,coconut
114.0,15.0,44.8,23.99,79.34,6.75,52.4,watermelon
60.2,43.6,48.6,25.02,74.61,6.05,148.84,jute
92.4,19.8,41.5,26.88,94.03,6.51,24.41,muskmelon
12.2,77.3,22.2,15.87,22.57,5.51,102.69,kidneybeans
28.8,62.3,20.6,34.61,75.23,6.56,30.75,lentil
9.0,11.0,12.0,24.61,89.57,6.95,98.11,orange
26.7,68.8,77.0,22.42,16.73,6.91,90.41,chickpea
101.8,31.4,39.7,26.79,53.26,7.18,154.62,coffee
25.0,130.2,211.9,26.91,97.12,6.56,105.72,apple
110.7,21.2,51.7,23.32,83.81,7.04,52.23,watermelon
29.9,85.7,18.6,26.73,55.8,6.71,46.26,lentil
109.9,29.2,27.8,26.9,64.15,6.34,149.7,coffee
92.8,43.6,35.9,19.02,54.17,5.46,82.54,wheat
88.7,71.2,45.0,22.17,78.63,5.98,263.57,rice
23.0,69.9,28.9,28.96,40.4,5.0,128.18,pigeonpeas
26.5,48.8,10.2,28.76,54.52,7.88,43.35,mothbeans
20.8,27.3,40.9,32.36,49.49,5.16,90.95,mango
120.4,82.6,63.5,26.58,85.15,5.81,95.08,banana
20.5,144.2,210.1,27.9,85.01,5.86,52.21,grapes
20.0,13.7,11.2,27.23,91.49,6.64,131.17,orange
53.9,67.7,80.1,20.95,16.3,7.22,72.61,chickpea
18.5,67.8,20.8,26.64,52.85,7.01,63.64,lentil
25.5,60.7,17.5,29.1,55.48,6.02,144.7,pigeonpeas
91.7,47.6,27.4,16.63,56.39,6.73,71.9,maize
24.3,70.2,22.8,24.31,20.87,5.06,103.44,kidneybeans
39.7,74.4,68.3,15.62,31.59,6.95,84.31,chickpea
104.0,22.5,48.5,27.17,82.09,7.38,58.51,watermelon
83.0,42.8,44.2,22.63,58.45,5.94,75.63,wheat
74.1,46.9,30.4,26.71,77.45,7.07,166.6,jute
57.1,60.2,21.7,32.03,70.26,7.08,69.01,blackgram
34.7,58.7,43.4,36.44,94.02,6.92,119.35,papaya
16.4,65.2,25.7,19.55,20.28,5.85,97.12,kidneybeans
42.5,77.6,20.0,24.68,66.39,7.29,56.13,blackgram
23.2,23.1,36.9,25.76,53.95,6.08,115.75,mango
93.6,24.4,52.2,28.01,93.68,6.93,30.41,muskmelon
112.1,19.1,47.8,29.85,100.0,6.17,23.38,muskmelon
94.9,52.9,66.6,23.9,85.72,6.55,228.34,rice
139.8,91.1,43.7,23.74,86.9,5.89,101.1,banana
77.8,46.3,39.1,26.11,81.23,5.65,244.97,rice
15.6,18.9,43.0,23.48,91.42,6.59,117.06,pomegranate
11.8,49.2,27.7,25.93,87.7,6.41,54.58,mungbean
124.6,44.1,21.7,25.82,90.42,7.45,47.34,cotton
98.8,54.9,9.6,13.31,56.99,5.95,81.22,maize
116.5,23.5,51.6,29.4,95.23,5.2,33.28,muskmelon
93.1,54.6,30.2,26.54,75.99,6.36,226.18,rice
66.1,56.5,42.8,28.79,80.1,7.02,204.57,jute
30.1,17.6,42.0,20.07,87.78,6.34,97.26,pomegranate
35.4,74.0,21.1,28.26,69.36,6.94,60.32,blackgram
85.4,16.1,50.7,32.09,95.49,6.61,32.38,muskmelon
101.1,17.3,47.4,31.51,86.51,6.75,25.4,muskmelon
115.9,27.0,31.5,25.52,62.82,7.24,166.68,coffee
90.1,16.0,44.2,30.77,98.08,6.53,16.68,muskmelon
131.0,38.6,16.6,22.65,87.29,7.18,82.61,cotton
13.7,44.1,13.7,28.44,81.96,6.19,51.64,mungbean
100.7,18.0,50.0,24.79,83.46,6.72,53.87,watermelon
74.3,62.3,23.6,20.38,70.85,5.58,73.82,maize
30.6,122.2,213.8,17.68,89.15,5.86,118.51,apple
18.7,154.7,195.0,22.19,87.89,5.54,71.26,grapes
15.8,55.4,27.4,29.53,87.03,6.36,60.89,mungbean
25.5,71.0,14.0,30.16,46.89,5.21,100.28,pigeonpeas
21.4,20.4,6.8,24.39,85.52,7.03,116.91,orange
16.3,138.7,198.1,17.38,94.01,6.16,96.06,apple
25.9,141.2,199.3,20.21,82.4,6.37,70.79,grapes
29.3,31.8,28.3,30.5,52.41,6.37,106.62,mango
31.8,127.4,172.3,24.34,86.95,7.43,130.58,apple
16.3,24.7,33.0,24.65,91.02,6.14,153.1,coconut
22.2,69.5,19.2,27.76,59.88,7.41,61.75,lentil
18.8,34.0,23.2,37.8,40.99,6.14,84.96,mango
80.1,38.0,44.7,28.21,80.69,5.93,167.66,jute
26.7,128.5,208.5,23.66,91.2,5.6,99.3,apple
121.2,43.9,15.8,31.36,82.03,7.13,73.71,cotton
17.6,74.0,28.1,32.68,35.49,7.16,116.86,pigeonpeas
43.4,49.5,53.0,31.33,84.39,6.2,179.27,papaya
32.5,130.7,204.0,20.36,81.42,5.68,63.08,grapes
32.6,76.3,17.4,31.39,62.92,7.05,65.95,blackgram
26.6,24.1,30.6,30.28,41.9,5.93,80.97,mango
16.9,17.2,7.6,22.28,95.58,7.2,126.43,orange
98.5,14.4,52.2,25.66,87.6,6.68,27.04,muskmelon
21.7,55.7,22.2,29.24,42.24,5.75,162.91,pigeonpeas
21.5,20.9,8.7,25.82,90.75,6.48,122.71,orange
114.5,86.9,51.9,25.29,80.56,6.02,107.69,banana
20.4,156.1,197.4,31.61,83.45,5.6,71.14,grapes
90.6,10.5,48.5,25.6,87.31,6.29,31.42,watermelon
97.0,58.9,37.2,16.88,46.54,6.71,84.38,wheat
117.3,13.7,47.4,31.1,89.29,6.4,26.12,muskmelon
26.6,74.3,88.6,20.84,14.6,7.09,73.4,chickpea
119.1,33.1,23.1,22.44,89.68,6.87,85.24,cotton
21.9,36.5,20.6,28.76,82.57,6.87,40.9,mungbean
26.5,61.6,23.4,23.82,54.45,6.37,55.36,mothbeans
22.3,70.7,12.8,22.03,53.81,6.53,45.07,lentil
83.3,39.3,21.0,14.74,70.41,6.23,89.21,maize
22.8,136.8,187.4,16.93,71.03,5.41,59.97,grapes
105.8,20.5,41.0,25.59,88.26,7.2,32.74,watermelon
82.9,40.2,42.9,24.66,76.46,7.18,194.72,jute
14.1,57.2,15.2,27.94,66.73,6.59,40.2,lentil
21.4,67.7,22.6,26.42,59.77,6.57,59.86,lentil
10.7,70.5,20.2,26.71,61.28,7.19,56.39,lentil
75.8,50.3,15.6,29.22,59.98,6.39,107.65,maize
22.1,56.6,13.2,28.34,64.16,6.46,39.48,mothbeans
95.4,11.2,55.6,32.01,93.97,6.57,26.04,muskmelon
24.2,30.5,24.1,33.49,42.95,6.67,72.62,mothbeans
123.8,42.1,23.5,22.88,85.55,6.7,61.63,cotton
97.7,17.0,47.0,24.36,99.97,6.18,22.86,muskmelon
16.8,16.9,12.5,16.36,87.92,6.47,140.88,orange
65.8,37.0,15.7,21.54,71.12,6.66,108.02,maize
62.1,70.4,43.3,33.25,97.0,6.46,141.19,papaya
126.7,57.0,43.1,26.19,73.34,4.9,105.87,banana
84.9,45.4,38.9,26.57,72.58,7.23,173.59,jute
99.0,76.2,38.6,23.0,70.72,5.97,91.64,banana
12.1,18.6,30.5,25.3,97.05,5.88,224.09,coconut
95.8,49.8,36.2,26.5,85.66,6.31,181.12,jute
98.6,24.0,40.0,28.31,82.35,6.08,57.35,watermelon
28.3,40.5,19.9,31.36,91.57,6.48,55.11,mungbean
12.2,17.2,40.2,24.81,95.97,6.31,167.21,coconut
22.4,11.4,30.2,26.98,97.37,5.96,195.46,coconut
102.7,75.9,50.6,26.45,74.18,5.83,112.94,banana
100.7,22.7,44.1,27.96,95.63,6.19,35.63,muskmelon
19.1,31.7,32.7,32.0,50.64,5.49,83.63,mango
108.9,17.4,52.9,26.5,91.73,6.36,56.22,watermelon
12.1,50.2,21.3,28.62,82.19,6.81,36.97,mungbean
20.7,59.1,23.1,32.4,71.85,7.23,70.72,blackgram
81.2,44.8,17.0,23.11,78.41,6.34,79.09,maize
116.2,52.4,47.1,16.73,49.09,6.48,49.96,wheat
49.4,36.4,46.2,27.9,93.42,7.3,173.33,rice
71.6,49.9,24.8,28.89,82.28,7.16,170.13,jute
22.4,63.7,19.5,18.53,23.43,5.82,109.23,kidneybeans
24.2,20.6,37.8,31.62,53.69,6.19,98.76,mango
91.7,13.1,45.8,25.01,82.06,6.81,30.33,watermelon
83.4,29.4,39.0,17.61,59.14,7.23,140.46,coffee
27.1,45.7,28.6,25.08,82.99,6.97,59.88,mungbean
98.3,23.2,18.5,24.66,80.41,6.91,78.31,cotton
86.3,66.5,46.9,23.12,74.49,7.14,148.61,banana
89.3,24.3,37.5,18.35,53.12,6.37,69.09,wheat
18.9,71.4,12.5,32.16,74.43,7.44,25.36,lentil
14.7,50.3,13.9,28.38,92.34,7.52,58.87,mungbean
89.3,41.0,40.0,27.68,78.4,7.14,170.18,jute
67.4,39.4,39.8,29.25,88.05,6.36,209.73,jute
112.7,23.7,48.3,17.01,86.48,6.97,37.69,watermelon
56.8,71.7,55.5,34.99,95.99,6.57,129.3,papaya
115.2,52.4,22.0,28.61,68.97,7.01,95.14,cotton
115.2,55.7,19.2,23.22,89.56,6.94,70.46,cotton
95.8,52.1,42.9,20.87,57.49,6.01,74.54,wheat
23.6,23.6,36.9,27.29,52.78,5.96,100.35,mango
14.0,70.2,22.2,28.51,66.66,6.77,29.79,lentil
35.7,134.6,169.8,23.89,79.73,5.45,60.11,grapes
20.8,119.5,222.8,15.49,85.5,6.27,68.2,grapes
18.4,128.0,200.5,20.01,81.55,6.03,77.21,grapes
26.9,17.9,36.1,18.35,91.58,6.03,121.95,pomegranate
21.5,62.0,9.1,17.2,67.83,6.61,42.58,lentil
18.3,12.8,26.3,22.05,91.16,5.68,190.0,coconut
99.2,93.4,53.3,26.08,84.07,6.37,103.79,banana
128.4,47.5,18.7,27.42,86.27,6.87,101.93,cotton
26.5,17.7,44.2,23.61,84.52,7.43,93.1,pomegranate
98.9,65.3,57.0,26.95,84.24,6.57,99.68,banana
73.8,87.6,51.1,27.96,83.46,6.62,102.72,banana
34.8,65.5,14.5,33.16,72.12,6.91,68.45,blackgram
111.6,82.6,52.1,26.05,76.89,5.75,72.64,banana
24.0,84.0,16.4,18.23,23.64,5.67,94.5,kidneybeans
18.3,22.0,44.9,22.72,96.58,5.92,110.89,pomegranate
17.9,138.7,219.4,20.56,91.43,5.77,137.23,apple
27.5,67.5,23.6,31.37,57.14,6.15,51.36,lentil
22.1,21.9,10.3,22.87,92.44,7.73,131.16,orange
26.7,16.6,28.8,27.12,96.2,5.77,160.44,coconut
76.0,51.0,45.4,22.88,87.97,6.9,184.13,jute
22.3,83.5,22.4,28.82,65.64,7.36,62.08,blackgram
21.0,18.7,26.1,32.12,53.08,5.77,70.11,mango
116.5,91.8,50.3,29.07,80.15,5.41,121.27,banana
99.7,77.0,39.4,31.34,86.29,5.85,111.43,banana
98.5,35.2,27.2,27.07,54.56,7.05,173.33,coffee
95.5,22.7,26.9,27.26,49.87,6.7,159.0,coffee
135.9,39.6,18.2,18.92,77.57,7.34,102.69,cotton
55.7,54.9,43.1,33.82,92.53,6.95,130.16,papaya
22.0,19.0,28.0,25.9,95.12,4.89,188.94,coconut
23.2,82.2,21.4,17.32,26.11,5.05,117.0,kidneybeans
114.6,42.2,14.3,23.85,78.87,6.97,86.74,cotton
29.2,65.3,15.9,28.19,56.58,7.53,76.95,blackgram
43.4,57.7,61.9,35.88,91.41,6.43,108.12,papaya
20.6,23.4,11.2,25.83,86.39,7.69,134.08,orange
105.7,73.2,41.4,24.02,74.9,6.06,125.02,banana
53.4,58.5,52.9,33.73,89.98,7.11,138.42,papaya
97.9,18.3,60.7,25.61,95.22,6.43,18.58,muskmelon
57.3,43.1,66.5,34.18,89.75,6.31,104.89,papaya
18.1,17.4,30.0,21.73,87.08,6.02,91.24,pomegranate
11.5,14.5,6.5,30.02,94.51,6.81,128.69,orange
16.9,70.0,21.4,24.9,54.11,7.06,42.58,lentil
17.9,23.9,24.9,32.72,42.77,5.7,101.41,mango
87.5,15.0,49.4,21.15,94.17,6.97,20.76,muskmelon
22.8,26.1,33.3,30.71,42.24,5.87,107.52,mango
17.6,27.9,29.4,29.48,51.5,5.64,86.11,mango
36.2,65.5,18.6,29.86,66.7,7.09,47.82,blackgram
55.4,46.7,21.3,15.97,60.82,6.59,115.98,maize
14.3,61.8,20.6,26.11,57.02,7.4,55.83,mothbeans
83.3,49.1,42.1,25.11,77.88,6.95,179.29,jute
17.6,74.4,14.1,30.71,60.55,6.99,38.82,lentil
58.2,44.9,43.9,26.62,80.56,6.59,242.45,rice
28.2,67.6,29.8,24.62,51.53,5.58,187.29,pigeonpeas
78.3,32.2,24.0,19.19,58.87,5.87,169.22,coffee
107.0,25.1,62.4,26.6,93.17,6.59,59.36,watermelon
87.1,54.2,45.5,22.16,70.13,6.38,59.3,wheat
109.2,15.2,46.2,23.17,77.65,6.7,37.28,watermelon
104.1,53.9,44.5,18.78,66.15,7.21,84.91,wheat
24.2,50.1,20.6,30.59,51.58,7.18,46.13,mothbeans
14.4,62.8,25.0,30.88,87.98,6.65,22.62,mungbean
46.3,72.3,19.3,26.27,66.97,7.77,62.79,blackgram
22.8,136.9,171.8,21.84,79.22,5.08,62.05,grapes
86.8,47.5,34.0,25.57,84.93,6.11,247.01,rice
96.6,41.4,35.6,20.99,56.32,6.98,84.98,wheat
115.5,52.2,50.3,23.06,66.46,5.79,88.21,wheat
27.5,77.7,24.0,24.9,43.69,6.03,135.27,pigeonpeas
28.9,60.2,15.6,33.95,75.84,7.23,72.09,blackgram
16.5,44.0,22.0,29.14,78.35,7.01,37.85,mungbean
16.1,129.4,179.3,26.45,74.34,5.2,70.63,grapes
34.8,72.6,15.8,32.33,72.49,7.2,74.52,blackgram
33.6,59.4,20.2,29.41,63.16,7.44,78.58,blackgram
88.0,49.9,33.7,23.02,85.01,6.39,238.71,rice
88.8,11.0,58.3,24.21,81.16,5.92,52.59,watermelon
78.0,41.4,35.8,22.25,69.01,6.48,242.5,rice
71.5,53.7,48.7,26.07,85.35,7.45,193.59,jute
103.8,47.6,36.9,17.19,46.23,7.65,58.81,wheat
31.4,71.7,23.0,25.68,69.0,6.68,67.13,blackgram
32.9,58.3,14.7,23.25,91.79,6.53,46.68,mungbean
22.8,26.0,37.7,32.75,43.41,5.64,122.03,mango
26.9,57.6,26.6,28.46,51.92,6.67,56.71,mothbeans
76.6,34.4,27.8,17.87,46.78,6.43,130.33,coffee
20.9,40.7,18.6,31.85,84.12,6.65,43.29,mungbean
121.0,47.7,20.3,21.24,82.26,6.83,71.4,cotton
21.9,64.3,74.3,15.44,16.47,7.3,67.45,chickpea
34.2,74.8,20.4,26.34,65.63,7.55,81.15,blackgram
15.2,72.7,24.0,23.98,59.57,6.71,22.92,lentil
62.7,40.2,30.7,25.93,68.13,6.23,248.5,rice
107.1,11.1,39.7,25.97,89.66,6.34,24.26,muskmelon
23.6,60.7,25.4,20.88,24.57,6.15,113.73,kidneybeans
69.2,43.3,44.0,23.25,96.01,5.99,202.03,rice
85.1,42.9,40.9,23.5,81.03,5.89,258.89,rice
76.6,50.7,12.2,26.43,61.26,6.26,107.31,maize
82.0,19.1,45.8,21.71,88.3,5.74,22.23,muskmelon
22.0,10.3,25.9,26.55,91.47,5.99,180.75,coconut
61.7,50.9,49.8,34.63,90.67,6.64,137.02,papaya
20.7,20.5,33.2,28.11,96.04,5.77,172.34,coconut
22.5,45.3,24.1,27.39,51.51,7.36,46.42,mothbeans
113.5,30.2,27.1,24.81,56.71,6.57,151.7,coffee
37.1,72.6,87.7,15.91,19.75,7.57,77.74,chickpea
80.2,36.5,15.5,29.27,68.96,5.9,93.42,maize
81.2,22.4,48.9,27.04,94.14,5.98,24.67,muskmelon
71.9,27.0,28.3,26.46,61.51,7.07,174.52,coffee
64.6,48.3,46.5,32.17,88.81,6.35,175.71,papaya
30.3,66.4,12.6,28.41,70.03,7.39,87.67,blackgram
23.1,74.0,26.0,33.06,50.54,6.06,156.65,pigeonpeas
21.0,66.8,14.5,35.41,66.46,7.05,46.85,lentil
90.0,44.9,36.0,24.55,84.1,6.95,235.55,rice
17.4,10.0,41.4,18.48,86.92,6.25,117.83,pomegranate
12.4,27.0,26.3,30.49,35.31,6.17,67.32,mango
99.8,49.2,33.9,16.96,55.21,6.29,77.51,wheat
16.7,19.8,34.9,20.73,93.77,6.47,165.01,coconut
18.3,76.1,12.1,20.81,20.85,5.4,105.78,kidneybeans
20.5,129.3,180.5,25.37,85.19,6.2,73.48,grapes
105.5,57.0,10.0,24.82,77.07,7.2,63.19,cotton
112.5,31.1,32.9,24.11,45.29,6.86,154.03,coffee
91.0,79.4,44.3,27.9,86.84,5.67,84.19,banana
17.8,64.5,19.7,24.42,21.8,5.65,101.72,kidneybeans
105.3,21.6,41.5,32.38,86.85,6.98,46.89,watermelon
116.6,45.9,49.3,17.37,62.72,6.86,63.72,wheat
11.0,76.6,18.7,22.84,50.6,5.94,152.13,pigeonpeas
97.6,40.5,36.3,21.18,55.37,6.24,63.46,wheat
21.4,55.8,12.8,28.82,78.92,7.69,48.52,mungbean
23.6,49.3,21.4,33.45,84.45,6.47,42.21,mungbean
41.7,78.9,95.0,21.38,13.04,7.86,67.32,chickpea
33.0,56.5,27.3,29.57,60.38,7.77,51.35,mothbeans
87.1,48.6,27.5,21.85,77.55,6.27,173.51,jute
118.7,94.3,43.5,27.05,87.62,5.9,80.81,banana
87.8,52.9,34.4,27.4,82.53,6.75,273.22,rice
90.9,64.0,15.1,22.87,62.14,6.42,95.4,maize
40.2,14.9,37.3,28.27,95.74,5.71,189.28,coconut
22.1,15.1,15.3,21.5,94.54,6.78,104.38,orange
22.1,61.0,13.1,28.46,65.43,7.81,39.56,lentil
16.8,150.4,231.7,19.79,76.82,5.89,77.78,grapes
132.3,70.2,56.1,22.71,72.91,6.17,117.96,banana
24.9,8.1,29.7,25.13,98.01,5.67,197.65,coconut
19.6,21.7,28.6,34.35,50.31,5.5,105.32,mango
20.6,32.2,24.9,31.98,52.38,5.7,93.22,mango
16.8,13.2,39.9,25.84,80.96,6.67,85.28,pomegranate
8.6,126.4,183.3,25.82,86.1,6.1,124.22,apple
91.8,39.5,47.3,21.19,75.65,6.5,238.91,rice
71.4,57.2,19.6,26.0,70.44,6.44,64.36,maize
15.3,10.6,9.1,26.36,100.0,6.85,116.07,orange
34.7,57.5,16.9,26.41,53.36,7.22,56.05,blackgram
24.5,17.5,35.7,30.42,94.94,6.38,217.73,coconut
17.2,140.9,186.4,17.35,94.28,5.88,97.35,apple
70.9,49.3,37.5,22.56,76.96,6.4,228.25,jute
94.5,16.7,51.3,25.04,85.57,5.96,62.23,watermelon
85.4,43.4,29.9,22.93,88.22,7.14,206.5,jute
84.6,35.6,33.3,24.14,85.02,6.69,220.65,rice
91.7,36.9,44.5,19.46,66.28,6.1,207.53,rice
36.3,74.8,77.8,24.17,17.11,7.23,55.84,chickpea
24.4,81.8,23.3,21.3,24.03,5.26,119.02,kidneybeans
51.1,72.2,93.9,16.09,16.1,6.8,58.74,chickpea
6.7,22.0,26.3,25.08,93.85,6.13,184.93,coconut
135.9,53.2,22.6,23.71,78.89,6.68,71.76,cotton
82.3,40.2,38.6,27.76,80.77,6.32,220.25,rice
84.4,46.6,24.3,23.41,72.11,6.82,55.79,maize
54.9,68.9,57.2,34.74,87.66,6.8,176.33,papaya
25.6,64.8,90.6,20.39,18.09,7.55,88.64,chickpea
16.5,69.9,16.4,16.54,22.28,5.79,112.93,kidneybeans
26.8,157.8,235.2,22.65,90.11,6.19,113.95,apple
27.2,21.5,24.8,29.89,97.97,6.21,124.29,coconut
106.1,17.8,54.6,23.42,76.11,6.12,62.68,watermelon
101.0,32.1,21.9,20.63,52.17,7.06,188.66,coffee
10.5,16.3,12.2,22.76,92.87,7.57,110.5,orange
89.8,22.4,18.5,23.05,66.65,7.06,160.26,coffee
35.1,65.2,69.0,19.83,18.89,7.37,89.84,chickpea
22.5,16.1,9.5,24.29,88.88,6.67,103.26,orange
82.9,93.1,49.3,24.07,75.97,5.6,125.24,banana
137.1,45.9,13.5,22.28,61.42,6.67,100.68,cotton
23.9,77.9,18.1,29.47,68.01,7.53,84.04,blackgram
78.7,48.1,26.3,26.47,85.92,6.97,302.49,rice
14.8,17.3,41.4,20.67,87.97,6.78,105.1,pomegranate
110.2,79.6,58.5,25.43,77.0,6.03,97.79,banana
24.5,130.3,196.5,22.8,89.44,6.41,68.66,grapes
31.1,142.2,176.3,22.15,80.77,5.28,49.21,grapes
66.4,38.8,15.0,17.45,55.11,6.56,56.91,maize
41.8,79.3,67.7,18.08,17.19,8.11,95.4,chickpea
72.4,34.6,14.4,19.62,63.02,6.84,99.18,maize
21.6,126.9,200.4,22.63,85.81,5.44,115.44,apple
14.7,64.8,17.5,23.03,24.57,5.67,95.88,kidneybeans
100.0,29.7,22.8,17.68,60.9,7.07,191.02,coffee
15.9,15.5,44.0,15.32,83.57,6.4,112.61,pomegranate
40.5,58.3,79.4,15.57,14.46,6.92,84.99,chickpea
24.2,129.4,211.1,21.9,87.63,5.54,118.79,apple
20.3,23.7,27.0,30.81,50.48,6.0,88.87,mango
17.8,75.0,26.9,24.39,17.73,5.87,79.38,kidneybeans
20.2,138.9,210.1,21.99,78.34,5.93,73.29,grapes
80.2,37.4,40.2,24.65,82.5,6.6,148.39,jute
111.6,25.7,24.4,23.16,61.85,6.65,185.06,coffee
83.4,51.9,19.9,17.54,56.28,6.52,60.58,maize
13.1,71.4,17.7,32.98,41.02,5.51,139.3,pigeonpeas
41.2,59.0,50.4,29.53,98.76,6.78,112.27,papaya
9.5,64.5,29.4,29.74,38.92,5.98,152.22,pigeonpeas
122.9,21.9,56.1,28.51,90.53,6.69,51.51,watermelon
122.4,37.2,25.6,19.22,86.05,6.62,81.56,cotton
95.2,28.1,23.8,19.55,46.97,7.23,144.95,coffee
108.1,68.7,46.4,20.75,76.68,6.22,106.65,banana
19.7,24.6,27.3,31.57,51.24,6.72,92.92,mango
111.4,12.8,52.2,26.02,81.8,6.4,54.54,watermelon
97.2,42.2,37.6,19.28,46.46,7.18,58.08,wheat
98.5,49.5,47.4,24.0,75.86,5.69,205.91,rice
67.3,73.5,61.5,38.24,88.37,6.58,129.27,papaya
18.1,39.1,8.5,27.64,83.68,7.2,40.96,mungbean
86.6,30.9,33.8,20.29,72.63,6.17,174.06,jute
72.8,48.1,24.6,21.49,83.59,6.16,75.33,maize
17.4,137.5,197.0,24.51,70.29,5.64,55.24,grapes
10.8,76.0,17.3,16.99,71.37,6.06,42.22,lentil
20.4,76.1,16.7,23.15,60.84,5.13,152.36,pigeonpeas
61.6,60.2,14.7,14.07,71.83,6.73,86.04,maize
21.6,70.9,20.2,19.64,56.06,7.78,39.95,lentil
57.4,52.6,25.7,25.43,74.33,6.44,58.93,maize
117.6,24.5,46.2,24.84,92.02,6.19,48.68,watermelon
92.7,86.7,53.9,29.04,85.45,6.06,101.14,banana
24.5,15.6,31.5,24.51,93.91,5.65,153.79,coconut
99.0,51.6,8.0,24.12,75.76,7.05,79.86,cotton
107.3,25.2,39.2,22.09,57.09,5.68,115.86,coffee
18.1,24.5,11.4,19.83,87.46,6.67,91.67,orange
83.0,27.5,26.8,27.49,53.85,6.93,170.45,coffee
121.0,23.8,40.0,26.75,94.03,6.41,49.2,watermelon
126.4,21.4,49.0,28.54,84.84,6.17,25.93,muskmelon
31.3,68.6,80.5,17.99,20.53,7.27,87.94,chickpea
99.6,11.1,48.5,32.41,85.06,5.86,22.91,muskmelon
23.9,8.9,11.7,20.88,87.11,6.56,115.56,orange
20.1,14.0,33.4,24.21,87.47,6.03,82.7,pomegranate
21.5,29.2,24.1,34.38,59.12,6.01,118.22,mango
16.5,16.0,30.8,23.88,94.4,6.14,189.97,coconut
117.7,80.5,43.4,29.84,69.33,6.45,120.22,banana
120.1,25.0,33.9,19.58,55.42,6.71,201.4,coffee
18.7,23.0,26.1,32.44,51.81,5.2,93.0,mango
66.0,48.2,46.7,22.29,80.93,6.95,100.08,jute
27.6,64.0,67.6,33.3,96.14,7.09,175.91,papaya
98.8,27.4,51.8,30.42,94.42,6.17,25.33,muskmelon
22.9,17.8,7.2,25.62,94.67,6.37,117.81,orange
9.4,64.8,13.1,28.16,37.94,5.01,123.84,pigeonpeas
22.0,133.7,200.6,26.79,84.71,5.84,60.11,grapes
20.5,17.7,38.4,20.31,85.4,6.29,122.12,pomegranate
15.2,17.6,32.5,23.71,93.38,6.31,102.31,pomegranate
20.4,69.6,17.5,27.54,87.69,5.98,70.27,lentil
27.2,17.4,29.4,28.39,93.02,5.7,169.07,coconut
44.5,47.4,34.6,25.47,90.92,7.26,153.71,jute
46.6,54.0,43.8,37.14,98.15,6.87,121.94,papaya
8.7,26.9,32.7,28.52,52.21,5.92,103.65,mango
17.4,135.3,205.7,28.24,91.29,6.74,78.85,grapes
19.0,71.4,19.0,16.54,24.69,5.89,76.48,kidneybeans
18.5,25.4,15.0,25.95,58.93,6.78,49.36,mothbeans
33.1,126.3,210.1,18.65,77.37,6.39,76.6,grapes
87.0,19.5,49.0,31.98,93.1,6.47,56.95,watermelon
20.1,138.7,174.0,22.81,96.6,5.69,128.69,apple
95.0,15.0,51.7,29.13,96.5,6.71,33.8,muskmelon
17.1,132.7,201.9,26.24,87.83,5.92,68.43,grapes
83.9,14.7,50.7,22.24,74.02,5.91,50.66,watermelon
19.6,135.3,184.5,21.19,74.9,6.52,65.96,grapes
109.5,48.6,16.4,25.81,80.06,7.02,71.2,cotton
78.4,53.9,15.6,26.49,59.84,6.84,100.86,maize
112.4,73.6,41.7,26.29,80.76,6.35,96.61,banana
108.5,37.9,33.0,28.11,56.57,6.86,153.94,coffee
101.7,16.0,59.2,25.36,81.77,6.14,58.86,watermelon
117.0,47.6,22.5,23.69,76.12,6.12,98.52,cotton
22.7,55.5,15.6,26.34,18.63,5.53,101.46,kidneybeans
20.0,27.4,30.9,30.98,35.92,5.44,99.62,mango
17.7,12.1,32.4,35.58,53.77,5.87,84.13,mango
22.0,71.3,27.6,22.11,74.2,7.3,33.77,lentil
100.0,49.3,41.2,25.82,54.68,6.32,33.61,wheat
117.4,14.3,49.9,25.19,80.21,7.04,55.61,watermelon
25.9,60.0,17.9,27.04,92.36,7.14,50.57,mungbean
15.2,16.6,52.0,17.52,91.68,6.32,95.76,pomegranate
17.0,20.4,9.8,24.51,90.88,6.63,106.78,orange
23.8,73.8,19.3,16.25,23.42,5.59,82.09,kidneybeans
90.9,24.7,37.5,22.25,64.39,6.41,160.47,coffee
18.3,129.6,187.0,20.92,91.83,5.52,128.1,apple
31.7,56.9,51.4,36.74,86.41,7.06,164.45,papaya
44.3,62.4,17.0,33.21,64.03,6.79,64.7,blackgram
20.9,63.4,15.7,28.91,50.28,5.79,158.76,pigeonpeas
22.3,55.9,18.2,34.83,45.94,4.98,102.82,pigeonpeas
116.1,28.2,26.2,26.17,54.13,7.27,159.43,coffee
20.9,119.0,188.9,32.19,82.31,6.35,75.84,grapes
15.2,20.6,12.6,21.22,86.81,7.41,94.83,orange
20.2,52.0,19.7,22.87,49.09,6.57,156.22,pigeonpeas
19.9,70.0,14.2,31.39,54.18,6.16,174.84,pigeonpeas
44.4,60.1,93.8,18.8,17.6,8.03,68.13,chickpea
17.0,52.3,20.9,27.53,83.88,7.06,36.22,mungbean
53.0,64.1,44.0,32.68,91.56,6.49,116.22,papaya
7.4,23.5,9.5,19.04,97.5,7.21,112.3,orange
